name,id,guid,type,icon,deathTime,abilityName,abilityGuid,abilityType,encounterId,encounterName,encounterDifficulty,encounterKill,encounterDate
Catherinee,556,180636202,Monk,Monk-Windwalker,233573,Oblivion,401952,32,2685,2685,5,False,06/09/23
Wajpcieto,565,162459010,Shaman,Shaman-Enhancement,235510,Cosmic Volley,411302,32,2685,2685,5,False,06/09/23
Cebulaczyna,513,121577266,Hunter,Hunter-Marksmanship,235565,Cosmic Volley,411302,32,2685,2685,5,False,06/09/23
Meeow,525,143983765,Druid,Druid-Feral,236003,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Grubi,521,180755381,Rogue,Rogue-Subtlety,236003,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Nugera,515,181593749,Evoker,Evoker-Augmentation,236003,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Oprychbartek,532,180532497,Rogue,Rogue-Assassination,236034,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Lefox,527,175528845,Shaman,Shaman-Restoration,236102,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Pepko,526,178016999,Paladin,Paladin-Retribution,236102,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Prohus,514,181500240,Evoker,Evoker-Preservation,236102,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Peanutmage,512,180616658,Mage,Mage-Fire,236112,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Gunqer,647,118902570,Druid,Druid-Restoration,236175,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Qquo,522,165177271,Priest,Priest-Shadow,236175,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Pazuzell,5,140773839,DemonHunter,DemonHunter-Vengeance,237018,Melee,1,1,2685,2685,5,False,06/09/23
Kryxoria,520,182687721,Priest,Priest-Holy,240322,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Owsianko,524,180528313,DeathKnight,DeathKnight-Blood,248227,Blasting Scream,404754,64,2685,2685,5,False,06/09/23
Wajpcieto,2,162459010,Shaman,Shaman-Enhancement,22668,Drifting Embers,402746,4,2685,2685,5,False,14/09/23
Kryxoria,4,182687721,Priest,Priest-Holy,235647,,,,2685,2685,5,False,14/09/23
Shlauffu,23,182304349,Priest,Priest-Shadow,238844,Oblivion,401952,32,2685,2685,5,False,14/09/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,238954,Cosmic Volley,411302,32,2685,2685,5,False,14/09/23
Killeen,22,181540927,Evoker,Evoker-Devastation,238954,Cosmic Volley,411302,32,2685,2685,5,False,14/09/23
Nugera,16,181593749,Evoker,Evoker-Augmentation,238992,Cosmic Volley,411302,32,2685,2685,5,False,14/09/23
Qquo,18,165177271,Priest,Priest-Shadow,239041,Cosmic Volley,411302,32,2685,2685,5,False,14/09/23
Bärman,5,181432362,Warrior,Warrior-Fury,242816,Oblivion,401952,32,2685,2685,5,False,14/09/23
Arathil,11,150634218,Warlock,Warlock-Affliction,243063,Abyssal Breath,404499,32,2685,2685,5,False,14/09/23
Wajpcieto,2,162459010,Shaman,Shaman-Enhancement,244031,Destabilize,413070,1,2685,2685,5,False,14/09/23
Oprychbartek,19,180532497,Rogue,Rogue-Assassination,244031,Destabilize,413070,1,2685,2685,5,False,14/09/23
Catherinee,35,180636202,Monk,Monk-Windwalker,244031,Destabilize,413070,1,2685,2685,5,False,14/09/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,245301,,,,2685,2685,5,False,14/09/23
Owsianko,24,180528313,DeathKnight,DeathKnight-Blood,245456,,,,2685,2685,5,False,14/09/23
Màmbà,20,183169964,Paladin,Paladin-Holy,245993,Destabilize,413070,1,2685,2685,5,False,14/09/23
Prohus,3,181500240,Evoker,Evoker-Augmentation,246491,,,,2685,2685,5,False,14/09/23
Grubi,7,180755381,Rogue,Rogue-Subtlety,247852,Oblivion,401952,32,2685,2685,5,False,14/09/23
Meeow,9,143983765,Druid,Druid-Feral,260033,Lost In Space,404008,32,2685,2685,5,False,14/09/23
Gunqer,8,118902570,Druid,Druid-Restoration,260938,Astral Formation,403510,1,2685,2685,5,False,14/09/23
Lefox,17,175528845,Shaman,Shaman-Restoration,264875,Void Slash,408425,1,2685,2685,5,False,14/09/23
Lefox,17,175528845,Shaman,Shaman-Restoration,179619,Lost In Space,404008,32,2685,2685,5,False,14/09/23
Gunqer,8,118902570,Druid,Druid-Restoration,180240,,,,2685,2685,5,False,14/09/23
Wajpcieto,2,162459010,Shaman,Shaman-Enhancement,195402,Oblivion,401952,32,2685,2685,5,False,14/09/23
Shlauffu,23,182304349,Priest,Priest-Shadow,224287,Cosmic Volley,411302,32,2685,2685,5,False,14/09/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,224432,Oblivion,401952,32,2685,2685,5,False,14/09/23
Catherinee,35,180636202,Monk,Monk-Windwalker,224462,Oblivion,401952,32,2685,2685,5,False,14/09/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,224521,Dread,404300,32,2685,2685,5,False,14/09/23
Meeow,9,143983765,Druid,Druid-Feral,224521,Dread,404300,32,2685,2685,5,False,14/09/23
Prohus,3,181500240,Evoker,Evoker-Augmentation,224521,Infinite Duress,407496,32,2685,2685,5,False,14/09/23
Nugera,16,181593749,Evoker,Evoker-Augmentation,224521,Dread,404300,32,2685,2685,5,False,14/09/23
Bärman,5,181432362,Warrior,Warrior-Fury,224927,Destabilize,413070,1,2685,2685,5,False,14/09/23
Peanutmage,6,180616658,Mage,Mage-Fire,225930,Melee,1,1,2685,2685,5,False,14/09/23
Kryxoria,4,182687721,Priest,Priest-Holy,227712,Oblivion,401952,32,2685,2685,5,False,14/09/23
Grubi,7,180755381,Rogue,Rogue-Assassination,228399,Oblivion,401952,32,2685,2685,5,False,14/09/23
Qquo,18,165177271,Priest,Priest-Shadow,229190,Melee,1,1,2685,2685,5,False,14/09/23
Killeen,22,181540927,Evoker,Evoker-Devastation,229289,Oblivion,401952,32,2685,2685,5,False,14/09/23
Lefox,17,175528845,Shaman,Shaman-Restoration,230904,Blasting Scream,404754,64,2685,2685,5,False,14/09/23
Arathil,11,150634218,Warlock,Warlock-Affliction,230943,Blasting Scream,404754,64,2685,2685,5,False,14/09/23
Màmbà,20,183169964,Paladin,Paladin-Holy,234228,,,,2685,2685,5,False,14/09/23
Gunqer,8,118902570,Druid,Druid-Restoration,234636,Blasting Scream,404754,64,2685,2685,5,False,14/09/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,224021,Melee,1,1,2685,2685,5,False,14/09/23
Bärman,5,181432362,Warrior,Warrior-Fury,225802,Destabilize,413070,1,2685,2685,5,False,14/09/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,225859,Melee,1,1,2685,2685,5,False,14/09/23
Peanutmage,6,180616658,Mage,Mage-Fire,228028,Melee,1,1,2685,2685,5,False,14/09/23
Lefox,17,175528845,Shaman,Shaman-Restoration,237117,,,,2685,2685,5,False,14/09/23
Shlauffu,23,182304349,Priest,Priest-Shadow,238123,,,,2685,2685,5,False,14/09/23
Arathil,11,150634218,Warlock,Warlock-Affliction,238666,Abyssal Breath,404499,32,2685,2685,5,False,14/09/23
Meeow,9,143983765,Druid,Druid-Feral,240945,Destabilize,413070,1,2685,2685,5,False,14/09/23
Wajpcieto,2,162459010,Shaman,Shaman-Enhancement,241361,Oblivion,401952,32,2685,2685,5,False,14/09/23
Oprychbartek,19,180532497,Rogue,Rogue-Assassination,242552,,,,2685,2685,5,False,14/09/23
Kryxoria,4,182687721,Priest,Priest-Holy,244099,Destabilize,413070,1,2685,2685,5,False,14/09/23
Gunqer,8,118902570,Druid,Druid-Restoration,244928,Destabilize,413070,1,2685,2685,5,False,14/09/23
Owsianko,24,180528313,DeathKnight,DeathKnight-Blood,245574,Melee,1,1,2685,2685,5,False,14/09/23
Gunqer,8,118902570,Druid,Druid-Restoration,231744,,,,2685,2685,5,False,14/09/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,238729,Destabilize,413070,1,2685,2685,5,False,14/09/23
Bärman,5,181432362,Warrior,Warrior-Fury,239739,Destabilize,413070,1,2685,2685,5,False,14/09/23
Kryxoria,4,182687721,Priest,Priest-Holy,242439,Oblivion,401952,32,2685,2685,5,False,14/09/23
Owsianko,24,180528313,DeathKnight,DeathKnight-Blood,245745,Destabilize,413070,1,2685,2685,5,False,14/09/23
Wajpcieto,2,162459010,Shaman,Shaman-Enhancement,50587,Mass Disintegrate,402600,64,2685,2685,5,False,14/09/23
Meeow,9,143983765,Druid,Druid-Feral,100054,Dazzled,403202,64,2685,2685,5,False,14/09/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,226007,Melee,1,1,2685,2685,5,False,14/09/23
Wajpcieto,2,162459010,Shaman,Shaman-Enhancement,235193,Oblivion,401952,32,2685,2685,5,False,14/09/23
Arathil,11,150634218,Warlock,Warlock-Affliction,238842,,,,2685,2685,5,False,14/09/23
Killeen,22,181540927,Evoker,Evoker-Devastation,238842,,,,2685,2685,5,False,14/09/23
Peanutmage,6,180616658,Mage,Mage-Fire,239987,Destabilize,413070,1,2685,2685,5,False,14/09/23
Meeow,9,143983765,Druid,Druid-Feral,242975,Destabilize,413070,1,2685,2685,5,False,14/09/23
Bärman,5,181432362,Warrior,Warrior-Fury,242998,,,,2685,2685,5,False,14/09/23
Oprychbartek,19,180532497,Rogue,Rogue-Assassination,243099,,,,2685,2685,5,False,14/09/23
Kryxoria,4,182687721,Priest,Priest-Holy,248105,Destabilize,413070,1,2685,2685,5,False,14/09/23
Màmbà,20,183169964,Paladin,Paladin-Holy,254288,,,,2685,2685,5,False,14/09/23
Gunqer,8,118902570,Druid,Druid-Restoration,255483,Cosmic Ascension,403771,32,2685,2685,5,False,14/09/23
Owsianko,24,180528313,DeathKnight,DeathKnight-Blood,258483,Cosmic Ascension,403771,32,2685,2685,5,False,14/09/23
Lefox,17,175528845,Shaman,Shaman-Restoration,259539,,,,2685,2685,5,False,14/09/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,263401,Void Slash,408425,1,2685,2685,5,False,14/09/23
Prohus,3,181500240,Evoker,Evoker-Augmentation,265240,,,,2685,2685,5,False,14/09/23
Catherinee,35,180636202,Monk,Monk-Windwalker,268168,Melee,1,1,2685,2685,5,False,14/09/23
Shlauffu,23,182304349,Priest,Priest-Shadow,270053,Melee,1,1,2685,2685,5,False,14/09/23
Qquo,18,165177271,Priest,Priest-Shadow,273947,Embrace of Nothingness,405340,32,2685,2685,5,False,14/09/23
Grubi,7,180755381,Rogue,Rogue-Subtlety,276209,,,,2685,2685,5,False,14/09/23
Nugera,16,181593749,Evoker,Evoker-Augmentation,279698,,,,2685,2685,5,False,14/09/23
Arathil,11,150634218,Warlock,Warlock-Affliction,89652,Echoing Howl,410247,32,2685,2685,5,False,14/09/23
Lefox,17,175528845,Shaman,Shaman-Restoration,179363,Lost In Space,404008,32,2685,2685,5,False,14/09/23
Prohus,3,181500240,Evoker,Evoker-Augmentation,235570,,,,2685,2685,5,False,14/09/23
Bärman,5,181432362,Warrior,Warrior-Fury,239215,Destabilize,413070,1,2685,2685,5,False,14/09/23
Wajpcieto,2,162459010,Shaman,Shaman-Enhancement,240199,Destabilize,413070,1,2685,2685,5,False,14/09/23
Gunqer,8,118902570,Druid,Druid-Restoration,241221,Destabilize,413070,1,2685,2685,5,False,14/09/23
Lefox,17,175528845,Shaman,Shaman-Restoration,243410,,,,2685,2685,5,False,14/09/23
Owsianko,24,180528313,DeathKnight,DeathKnight-Blood,245199,Destabilize,413070,1,2685,2685,5,False,14/09/23
Meeow,9,143983765,Druid,Druid-Feral,259784,,,,2685,2685,5,False,14/09/23
Prohus,3,181500240,Evoker,Evoker-Augmentation,260518,,,,2685,2685,5,False,14/09/23
Wajpcieto,2,162459010,Shaman,Shaman-Enhancement,268253,,,,2685,2685,5,False,14/09/23
Màmbà,20,183169964,Paladin,Paladin-Holy,270352,,,,2685,2685,5,False,14/09/23
Catherinee,35,180636202,Monk,Monk-Windwalker,278163,Blasting Scream,404754,64,2685,2685,5,False,14/09/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,278410,Blasting Scream,404754,64,2685,2685,5,False,14/09/23
Grubi,7,180755381,Rogue,Rogue-Subtlety,279503,Void Surge,404154,32,2685,2685,5,False,14/09/23
Bärman,5,181432362,Warrior,Warrior-Fury,279503,Void Surge,404154,32,2685,2685,5,False,14/09/23
Qquo,18,165177271,Priest,Priest-Shadow,279612,Void Surge,404154,32,2685,2685,5,False,14/09/23
Killeen,22,181540927,Evoker,Evoker-Devastation,279612,Void Surge,404154,32,2685,2685,5,False,14/09/23
Arathil,11,150634218,Warlock,Warlock-Affliction,280584,Void Surge,404154,32,2685,2685,5,False,14/09/23
Shlauffu,23,182304349,Priest,Priest-Shadow,280605,Void Surge,404154,32,2685,2685,5,False,14/09/23
Nugera,16,181593749,Evoker,Evoker-Augmentation,281617,Void Surge,404154,32,2685,2685,5,False,14/09/23
Gunqer,8,118902570,Druid,Druid-Restoration,282630,Void Surge,404154,32,2685,2685,5,False,14/09/23
Lefox,17,175528845,Shaman,Shaman-Restoration,282630,Void Surge,404154,32,2685,2685,5,False,14/09/23
Kryxoria,4,182687721,Priest,Priest-Holy,282681,Oblivion,401952,32,2685,2685,5,False,14/09/23
Oprychbartek,19,180532497,Rogue,Rogue-Assassination,284654,Oblivion,401952,32,2685,2685,5,False,14/09/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,299653,Melee,1,1,2685,2685,5,False,14/09/23
Peanutmage,6,180616658,Mage,Mage-Fire,300520,,,,2685,2685,5,False,14/09/23
Owsianko,24,180528313,DeathKnight,DeathKnight-Blood,309507,Astral Formation,403497,32,2685,2685,5,False,14/09/23
Shlauffu,23,182304349,Priest,Priest-Shadow,18141,,,,2685,2685,5,False,14/09/23
Killeen,22,181540927,Evoker,Evoker-Devastation,47013,Echoing Howl,410247,32,2685,2685,5,False,14/09/23
Qquo,18,165177271,Priest,Priest-Shadow,50821,Scorching Detonation,401525,4,2685,2685,5,False,14/09/23
Nugera,16,181593749,Evoker,Evoker-Augmentation,54757,,,,2685,2685,5,False,14/09/23
Kryxoria,4,182687721,Priest,Priest-Holy,55069,,,,2685,2685,5,False,14/09/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,57414,,,,2685,2685,5,False,14/09/23
Lefox,17,175528845,Shaman,Shaman-Restoration,57608,,,,2685,2685,5,False,14/09/23
Bärman,5,181432362,Warrior,Warrior-Fury,57684,,,,2685,2685,5,False,14/09/23
Catherinee,35,180636202,Monk,Monk-Windwalker,58262,,,,2685,2685,5,False,14/09/23
Pepko,98,178016999,Paladin,Paladin-Retribution,59432,,,,2685,2685,5,False,14/09/23
Meeow,9,143983765,Druid,Druid-Feral,59917,,,,2685,2685,5,False,14/09/23
Prohus,3,181500240,Evoker,Evoker-Augmentation,59917,,,,2685,2685,5,False,14/09/23
Arathil,11,150634218,Warlock,Warlock-Affliction,59978,Scorching Bomb,401621,4,2685,2685,5,False,14/09/23
Wajpcieto,2,162459010,Shaman,Shaman-Enhancement,59992,,,,2685,2685,5,False,14/09/23
Gunqer,8,118902570,Druid,Druid-Restoration,60007,,,,2685,2685,5,False,14/09/23
Owsianko,24,180528313,DeathKnight,DeathKnight-Blood,61495,Scorching Bomb,401621,4,2685,2685,5,False,14/09/23
Màmbà,20,183169964,Paladin,Paladin-Holy,61928,,,,2685,2685,5,False,14/09/23
Grubi,7,180755381,Rogue,Rogue-Subtlety,62992,Scorching Bomb,401621,4,2685,2685,5,False,14/09/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,73285,Scorching Detonation,401525,4,2685,2685,5,False,14/09/23
Peanutmage,6,180616658,Mage,Mage-Fire,73809,Drifting Embers,402746,4,2685,2685,5,False,14/09/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,50650,Mass Disintegrate,402600,64,2685,2685,5,False,14/09/23
Lefox,17,175528845,Shaman,Shaman-Restoration,101057,Dazzled,403202,64,2685,2685,5,False,14/09/23
Prohus,3,181500240,Evoker,Evoker-Augmentation,115170,,,,2685,2685,5,False,14/09/23
Shlauffu,23,182304349,Priest,Priest-Shadow,131111,Lost In Space,404008,32,2685,2685,5,False,14/09/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,150666,,,,2685,2685,5,False,14/09/23
Qquo,18,165177271,Priest,Priest-Shadow,166213,,,,2685,2685,5,False,14/09/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,177826,,,,2685,2685,5,False,14/09/23
Nugera,16,181593749,Evoker,Evoker-Augmentation,177857,,,,2685,2685,5,False,14/09/23
Kryxoria,4,182687721,Priest,Priest-Holy,178931,,,,2685,2685,5,False,14/09/23
Bärman,5,181432362,Warrior,Warrior-Fury,179548,,,,2685,2685,5,False,14/09/23
Killeen,22,181540927,Evoker,Evoker-Devastation,179979,,,,2685,2685,5,False,14/09/23
Lefox,17,175528845,Shaman,Shaman-Restoration,180021,Lost In Space,404008,32,2685,2685,5,False,14/09/23
Wajpcieto,2,162459010,Shaman,Shaman-Enhancement,180379,Melee,1,1,2685,2685,5,False,14/09/23
Meeow,9,143983765,Druid,Druid-Feral,180862,,,,2685,2685,5,False,14/09/23
Owsianko,24,180528313,DeathKnight,DeathKnight-Blood,181623,,,,2685,2685,5,False,14/09/23
Arathil,11,150634218,Warlock,Warlock-Affliction,184475,Void Claws,411242,1,2685,2685,5,False,14/09/23
Catherinee,35,180636202,Monk,Monk-Windwalker,186404,Melee,1,1,2685,2685,5,False,14/09/23
Màmbà,20,183169964,Paladin,Paladin-Holy,188104,,,,2685,2685,5,False,14/09/23
Grubi,7,180755381,Rogue,Rogue-Subtlety,188188,,,,2685,2685,5,False,14/09/23
Pepko,98,178016999,Paladin,Paladin-Retribution,188377,,,,2685,2685,5,False,14/09/23
Gunqer,8,118902570,Druid,Druid-Restoration,192681,,,,2685,2685,5,False,14/09/23
Peanutmage,6,180616658,Mage,Mage-Fire,194623,Melee,1,1,2685,2685,5,False,14/09/23
Kryxoria,4,182687721,Priest,Priest-Holy,98078,Blazing Blast,401340,4,2685,2685,5,False,14/09/23
Wajpcieto,2,162459010,Shaman,Shaman-Enhancement,241860,,,,2685,2685,5,False,14/09/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,252134,Lost In Space,404008,32,2685,2685,5,False,14/09/23
Màmbà,20,183169964,Paladin,Paladin-Holy,252559,,,,2685,2685,5,False,14/09/23
Killeen,22,181540927,Evoker,Evoker-Devastation,255661,Cosmic Ascension,403771,32,2685,2685,5,False,14/09/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,256293,,,,2685,2685,5,False,14/09/23
Arathil,11,150634218,Warlock,Warlock-Affliction,259157,Astral Formation,403510,1,2685,2685,5,False,14/09/23
Gunqer,8,118902570,Druid,Druid-Restoration,274792,Oblivion,401952,32,2685,2685,5,False,14/09/23
Lefox,17,175528845,Shaman,Shaman-Restoration,275272,Oblivion,401952,32,2685,2685,5,False,14/09/23
Prohus,3,181500240,Evoker,Evoker-Augmentation,288509,,,,2685,2685,5,False,14/09/23
Shlauffu,23,182304349,Priest,Priest-Shadow,294041,Astral Eruption,403515,32,2685,2685,5,False,14/09/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,299681,Melee,1,1,2685,2685,5,False,14/09/23
Meeow,9,143983765,Druid,Druid-Feral,302238,Void Blast,408457,32,2685,2685,5,False,14/09/23
Qquo,18,165177271,Priest,Priest-Shadow,302238,Void Blast,408457,32,2685,2685,5,False,14/09/23
Pepko,98,178016999,Paladin,Paladin-Retribution,302238,Void Blast,408457,32,2685,2685,5,False,14/09/23
Catherinee,35,180636202,Monk,Monk-Windwalker,302238,Void Blast,408457,32,2685,2685,5,False,14/09/23
Bärman,5,181432362,Warrior,Warrior-Fury,302238,Void Blast,408457,32,2685,2685,5,False,14/09/23
Nugera,16,181593749,Evoker,Evoker-Augmentation,302238,Void Blast,408457,32,2685,2685,5,False,14/09/23
Peanutmage,6,180616658,Mage,Mage-Fire,305231,Dread,404300,32,2685,2685,5,False,14/09/23
Grubi,7,180755381,Rogue,Rogue-Subtlety,305231,Infinite Duress,404288,32,2685,2685,5,False,14/09/23
Owsianko,24,180528313,DeathKnight,DeathKnight-Blood,308905,,,,2685,2685,5,False,14/09/23
Qquo,18,165177271,Priest,Priest-Shadow,49339,Drifting Embers,402746,4,2685,2685,5,False,14/09/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,226026,Oblivion,401952,32,2685,2685,5,False,14/09/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,231499,Dread,404300,32,2685,2685,5,False,14/09/23
Shlauffu,23,182304349,Priest,Priest-Shadow,235021,Oblivion,401952,32,2685,2685,5,False,14/09/23
Nugera,16,181593749,Evoker,Evoker-Augmentation,238810,,,,2685,2685,5,False,14/09/23
Peanutmage,6,180616658,Mage,Mage-Fire,238915,,,,2685,2685,5,False,14/09/23
Killeen,22,181540927,Evoker,Evoker-Devastation,239597,,,,2685,2685,5,False,14/09/23
Meeow,9,143983765,Druid,Druid-Feral,240075,,,,2685,2685,5,False,14/09/23
Pepko,98,178016999,Paladin,Paladin-Retribution,240137,,,,2685,2685,5,False,14/09/23
Bärman,5,181432362,Warrior,Warrior-Fury,240408,,,,2685,2685,5,False,14/09/23
Kryxoria,4,182687721,Priest,Priest-Holy,241212,,,,2685,2685,5,False,14/09/23
Gunqer,8,118902570,Druid,Druid-Restoration,241842,,,,2685,2685,5,False,14/09/23
Grubi,7,180755381,Rogue,Rogue-Subtlety,241842,,,,2685,2685,5,False,14/09/23
Qquo,18,165177271,Priest,Priest-Shadow,242273,,,,2685,2685,5,False,14/09/23
Owsianko,24,180528313,DeathKnight,DeathKnight-Blood,243777,Oblivion,401952,32,2685,2685,5,False,14/09/23
Wajpcieto,2,162459010,Shaman,Shaman-Enhancement,244026,,,,2685,2685,5,False,14/09/23
Lefox,17,175528845,Shaman,Shaman-Restoration,244058,Destabilize,413070,1,2685,2685,5,False,14/09/23
Arathil,11,150634218,Warlock,Warlock-Affliction,246363,,,,2685,2685,5,False,14/09/23
Màmbà,20,183169964,Paladin,Paladin-Holy,246363,,,,2685,2685,5,False,14/09/23
Shlauffu,23,182304349,Priest,Priest-Shadow,8978,Scorching Bomb,401621,4,2685,2685,5,False,14/09/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,9116,Glittering Surge,401819,64,2685,2685,5,False,14/09/23
Arathil,11,150634218,Warlock,Warlock-Affliction,12059,Glittering Surge,401819,64,2685,2685,5,False,14/09/23
Prohus,3,181500240,Evoker,Evoker-Augmentation,13912,,,,2685,2685,5,False,14/09/23
Wajpcieto,2,162459010,Shaman,Shaman-Enhancement,13943,Scorching Bomb,401621,4,2685,2685,5,False,14/09/23
Kryxoria,4,182687721,Priest,Priest-Holy,14490,Glittering Surge,401819,64,2685,2685,5,False,14/09/23
Nugera,16,181593749,Evoker,Evoker-Augmentation,15178,,,,2685,2685,5,False,14/09/23
Meeow,9,143983765,Druid,Druid-Feral,15512,,,,2685,2685,5,False,14/09/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,15826,,,,2685,2685,5,False,14/09/23
Lefox,17,175528845,Shaman,Shaman-Restoration,15897,,,,2685,2685,5,False,14/09/23
Killeen,22,181540927,Evoker,Evoker-Devastation,16220,,,,2685,2685,5,False,14/09/23
Pepko,98,178016999,Paladin,Paladin-Retribution,16492,,,,2685,2685,5,False,14/09/23
Bärman,5,181432362,Warrior,Warrior-Fury,16695,,,,2685,2685,5,False,14/09/23
Peanutmage,6,180616658,Mage,Mage-Fire,17417,,,,2685,2685,5,False,14/09/23
Qquo,18,165177271,Priest,Priest-Shadow,17727,,,,2685,2685,5,False,14/09/23
Grubi,7,180755381,Rogue,Rogue-Subtlety,17868,,,,2685,2685,5,False,14/09/23
Màmbà,20,183169964,Paladin,Paladin-Holy,17938,,,,2685,2685,5,False,14/09/23
